X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,X,Y
39189.5188016722,37588.0013999868,75141,B10,BLK 730,39190,37588
40601.5836032298,35541.7829027209,84599,B07,OPP SBS BEDOK BUS PK,40602,35542
29365.2330025131,34427.3348987642,52471,NIL,BEF PENTECOSTAL CH,29365,34427
40715.1763968433,37179.4823993799,76161,B02,OPP BLK 248,40715,37179
20025.4588025913,49261.60239726,46609,NA,KOTARAYA II TER,20025,49262
43178.4830989649,37799.2440007191,97049,B06,CHANGI PRISON,43178,37799
24668.0148983561,47104.5282982743,47601,B12A,BLK 793,24668,47105
31295.5931509719,28191.1705786396,03419,B02,,31296,28191
15297.5838970761,32732.9898027041,21069,B08,BEF JLN TEPONG,15298,32733
16342.2171015818,34168.7537015718,21011,B06,AFT JURONG LAKE,16342,34169
26897.7307984742,48906.5725972077,58179,B03,OPP SEMBAWANG CORP INDUSTRIES,26898,48907
39830.486298505,34172.6293972119,84051,B09,BEDOK SPORTS CPLX,39830,34173
28203.5941004506,28723.9694009445,10041,B02,AFT BLAIR RD,28204,28724
37977.882402737,32948.0022032642,93119,B04,AFT ELITE PK AVE,37978,32948
23013.3113514404,31413.4076629295,18159,B09,ONE-NORTH STN,23013,31413
12957.2784978235,36732.2560998055,27389,B03,GEK POH SHOP CTR,12957,36732
33242.3703979064,33413.3771031275,80239,B02,OPP BLK 59,33242,33413
25970.2025007791,33883.8610023308,41021,B21,BOTANIC GDNS STN,25970,33884
19991.0804990839,32904.4351030244,20019,B15,BLK 431,19991,32904
21938.3322012383,46869.392597625,46181,B04,OPP BLK 12,21938,46869
12996.9182977695,34790.9069984134,22199,B02,OPP SOON LEE DEPOT,12997,34791
6202.67210275366,36658.0306998374,25269,NIL,TUAS CHECKPT,6203,36658
26436.1383982792,28705.2972028612,14279,B03,BLK 25,26436,28705
17965.7384011352,36782.0169004285,43331,B01,OPP BT BATOK PRESBY CH,17966,36782
18278.0822018955,35691.3501004958,28649,B04,BLK 286A,18278,35691
22356.4781958845,29954.1911189078,16111,NIL,ARIES,22356,29954
31991.2800761103,34793.4103851854,60269,B02A,POTONG PASIR STN,31991,34793
29155.4965012253,28898.4958977808,05429,B01,BEF WALLICH ST,29155,28898
36809.48999739,35408.5674032031,84709,B08,OPP BLK 150,36809,35409
27457.3972029068,39391.829201432,56021,B21,OPP S'WANG HILL FC,27457,39392
24892.6184112853,48140.7135014799,46941,B01A,OPP NYLECT ENGRG,24893,48141
46799.2008971673,39825.1954665917,95179,NIL,DHL,46799,39825
13209.391700518,32033.8459994343,22081,B03,OPP NATSTEEL,13209,32034
23940.8014968078,28584.3611026587,15169,B06,HARBOURSIDE IND BLDG 2,23941,28584
35572.4414616257,31786.4153415049,92101,B21,KATONG SHOP CTR,35572,31786
15946.1482022538,35396.0659018936,21641,B07,OPP LAKESIDE APT,15946,35396
38767.8476969547,38945.6424999845,74049,B02,GOLDEN PAGODA TP,38768,38946
13794.425099259,35780.9729020701,22009,INT,BOON LAY INT,13794,35781
16984.701001628,39915.8420971042,30081,B02,OPP HAI INN SEE TP,16985,39916
34547.6589990915,34398.1156018693,71161,B02,BLK 3019,34548,34398
27754.58470101,48253.5228984287,58069,B32,OPP THE ASHRAM,27755,48254
24352.4228031251,49164.3982000891,47169,B01,YEE LEE OILS \& FOODSTUFFS,24352,49164
26296.5636978046,35242.0346969435,41141,B01,BEF SICC,26297,35242
31268.6763998667,36186.9045015748,66069,B05,BEF BRADDELL FLYOVER,31269,36187
30831.261697472,31448.8452017914,01549,B05,NEAR BALI LANE,30831,31449
30119.0789005223,35476.6091029223,52299,B03,BLK 50,30119,35477
26568.2813025271,48651.6167028521,58131,B09,OPP MJD NAVAL BASE,26568,48652
27222.1753030795,49029.0053973886,58181,B02,SEMBAWANG DRUG REHAB CTR,27222,49029
29661.2182006332,39289.27480036,54391,B07,JUBILEE,29661,39289
19928.4501988075,38971.8455979364,43719,B01,MINDEF CP,19928,38972
38688.4914095637,35640.3542007691,84639,B20A,BET BLKS 731/734,38688,35640
43732.3612012007,40454.5921016822,98171,B15,OPP SIA SUPPLIES CTR,43732,40455
41914.1763025562,37966.2453997449,76259,B05,OPP BLK 487B,41914,37966
25325.7041974288,33491.4987996725,41101,B03,ST MARGARET SCH,25326,33491
12541.1415994794,36106.0944982814,27361,B04,BLK 710,12541,36106
19195.7893973326,40336.3210999955,44281,B03,BLK 8,19196,40336
12720.5101019692,39511.73833074,31153,B34,,12721,39512
24520.0800789503,30284.0026263198,11029,B02,BLK 166,24520,30284
28355.1299913444,36873.3810125286,53021,B03,OPP SHUNFU EST,28355,36873
17780.7602985196,33812.6924025113,20219,B04,BEF BLK 11,17781,33813
20630.7838007126,31031.1505993489,17029,B04,OPP WASEDA S SNR HIGH SCH,20631,31031
39531.2766016135,39749.3819990809,77311,B03,BET BLKS 771/772,39531,39749
32751.7034024309,36624.3424980118,62161,B04,ST. GABRIEL'S SEC SCH,32752,36624
42722.333801609,38805.2168969877,98109,B02,OPP LOYANG PT,42722,38805
35690.2088987905,41441.8275976713,67111,B05,ST ANNE'S WOOD,35690,41442
18549.1279032005,31563.7364022899,29149,B03,OPP LP 4,18549,31564
38505.311601738,32390.9525006575,93201,NIL,VICTORIA SCHOOL,38505,32391
41579.9682014161,37781.1791969357,76311,B01,OPP TAMPINES JC,41580,37781
25517.6809023317,49746.8419006673,47111,B02,BEF SENOKO WAY,25518,49747
23117.6178024565,32410.5640975015,11351,B01,BLK 13,23118,32411
31882.3985999256,37191.8417997701,66361,B03,BLK 319,31882,37192
18934.6701990418,41839.2280990497,45379,B02,YEW MEI GREEN CONDO,18935,41839
34465.1104971913,41317.8843019471,67351,B03,BLK 320A,34465,41318
28638.2642973219,40375.0985979261,55141,B09,OPP BLK 622,28638,40375
25618.5711094257,49138.1493985528,58369,NIL,BEF LP 8,25619,49138
37002.4983993236,32399.4872027925,92149,B08,ST. PATRICK'S GREEN,37002,32399
7310.31150037524,34197.0696992008,25381,B03,SHC IND BLDG,7310,34197
15898.6915976076,36965.634700938,28519,B04,BLK 425,15899,36966
12518.6652974771,36609.8909969038,27401,B01,BLK 853,12519,36610
28954.9241032688,45953.6309002757,59381,B12,BLK 314,28955,45954
14781.9005060624,36040.3740640752,21681,B25,OPP BLK 200,14782,36040
17829.0850930491,34919.8241431467,28201,NIL,OPP THE JTC SUMMIT,17829,34920
29914.8181823807,33202.06375557,50089,B01,BLK 51,29915,33202
20164.0638002676,40248.8454031783,44259,B07,BLK 183,20164,40249
30422.0152019417,31320.0172991812,01119,B06,BUGIS JUNCTION,30422,31320
21026.8379011618,35860.179702304,42231,B08,OPP CANADIAN INTL SCH,21027,35860
31964.9345075972,34853.7954869774,60261,B01A,POTONG PASIR STN,31965,34854
30073.6114975214,36553.3793993033,53251,B01,BLK 125,30074,36553
10700.3326014672,34462.2692031416,23491,B01,UNION CONTAINERS,10700,34462
14086.6641018289,34735.5156006828,21339,B09,PREMIER MILK PTE LTD,14087,34736
27671.5708991284,32774.1919008695,40191,B01,RAFFLES GIRLS' SCH,27672,32774
20280.4375025339,33290.7890995411,17181,B17,OPP BLK 317,20280,33291
28818.3570009615,39914.7514025811,54451,B24,BLK 643,28818,39915
35865.6996000014,41680.4899991724,67231,B10,RIVERVALE PR SCH,35866,41680
34767.8003992604,32526.6667994269,82081,B06,AFT DUNMAN RD,34768,32527
13725.1831985948,34718.2609992048,22329,B03,OPP SAM MCCOY ENGRG,13725,34718
35190.1161000978,41040.253099615,67179,B06,OPP BLK 225A,35190,41040
26474.1391002939,41015.6038971294,56071,B31,BEF OLD UPP THOMSON RD,26474,41016
27881.1794977075,45817.9365027638,59149,B03,BLK 145,27881,45818
8644.14820131784,31894.0402991562,24421,B07,OPP PAN ABRASIVES LTD,8644,31894
17667.2626018934,41164.4923003051,45241,B11,OPP BLK 511A,17667,41164
36451.5212997634,43909.2414968933,65111,B23,BEF PUNGGOL 17TH AVE,36452,43909
34592.4551983543,31443.0918967645,91061,B15,BET HSE NO. 767/767A,34592,31443
18253.1091798775,46529.6411480744,49159,B05,ECON GROUP,18253,46530
33413.3702995029,33558.3683978342,81099,B06,BLK 102,33413,33558
29336.6058521885,31195.3351618465,08031,B01,DHOBY GHAUT STN,29337,31195
26904.4601430183,33696.6249683865,40091,B19,BEF LEWIS RD,26904,33697
37181.4995965481,41807.4736063746,65231,NIL,BLK 166,37181,41807
24387.4779012048,28366.0873975521,15141,B01,OPP PSA BLDG,24387,28366
21693.3817020461,33689.207799419,12049,B04,OPP PANDAN VALLEY,21693,33689
34099.3320972701,39268.9350023123,64331,B01,BLK 508,34099,39269
29614.2990025478,28649.7502980908,03217,B03,OPP TEMASEK TWR,29614,28650
23212.7956027629,28834.7838998018,15209,B10,OPP PSA WHARVES G3,23213,28835
31236.8195031754,31404.7535004434,80161,B03,THE CONCOURSE,31237,31405
13941.6961011646,32958.3438999759,22071,B07,BEF JURONG PIER RD,13942,32958
26405.7240028183,48130.0758007909,58429,B04,Bet Blks 415/416,26406,48130
42441.1556011227,38491.2375032936,98091,B01,BLK 156,42441,38491
31012.4987003154,31415.4194985423,01529,B08,PLAZA PARKROYAL,31012,31415
42186.2328029213,34696.118002011,96231,B05,DB SCHENKER,42186,34696
28268.2621970847,40471.3750994638,55011,B50,OPP THE CALROSE,28268,40471
27221.2917004479,46123.6495015582,57121,B17,OPP BLK 115B,27221,46124
6091.7916030095,35707.8701970551,25439,B06,OPP SUPER CONTINENTAL,6092,35708
11950.7590001512,37575.3122987969,27189,NIL,OPP PUB SUB-STN,11951,37575
20442.4208011308,33057.2895990944,17179,B16,CLEMENTI STN,20442,33057
38530.2242995132,32096.776897809,93161,B17,OPP POND,38530,32097
18880.8758986782,40414.5197018642,44299,B06,CHOA CHU KANG POLYCLINIC,18881,40415
26992.2142000114,47890.4179997765,58339,B02,OPP BLK 589D,26992,47890
35231.6164002898,38221.5746984577,64219,B08,OPP HEAVY VEH CP,35232,38222
38379.3716983284,34453.4985968467,84301,B01,OPP KG CHAI CHEE CC,38379,34453
34017.872923538,34483.3119083236,70381,NIL,Kong Hwa Sch,34018,34483
39297.7364735582,34616.7723352248,84219,B02,BET BLKS 139/140,39298,34617
42047.1211779758,37313.1919847444,76429,B04,BLK 331,42047,37313
31884.1487026487,37295.5409026916,66369,B04,BLK 238,31884,37296
30843.8096020453,30215.8348985046,02051,B03,SEATING GALLERY,30844,30216
27879.3327006158,30437.2184011715,06131,B03,THE BOYS' BRIGADE HQ,27879,30437
27462.0535030949,30800.8708979405,13062,B14,MUTIARA VIEW,27462,30801
22979.6693020501,48156.5779984712,47031,B24,BEF KERAMAT RD,22980,48157
20611.956498235,35463.6206973808,42249,B02,BEF ENG KONG PL,20612,35464
36477.1080990054,44290.5829970168,65121,B25,OPP TRACK 22,36477,44291
24461.2422982789,47901.8540016209,46489,B01,AFT GAMBAS AVE,24461,47902
32217.5299213914,36931.2358559004,66381,B01,BLK 334,32218,36931
20282.88750245,34324.6418027592,12201,B01,LOGISHUB @ CLEMENTI,20283,34325
28751.5269016804,30196.2289981067,06169,B04,RIVER PL CONDO,28752,30196
23410.1838985303,34026.725799818,11339,B07,DYNASTY LODGE,23410,34027
19704.0333946577,40967.6715105128,44861,B03,BLK 635C,19704,40968
19943.7786027871,40602.0973971649,44799,B02,BLK 610,19944,40602
17042.5272967614,35376.1176998667,28261,B15,AFT S'PORE SCIENCE CTR,17043,35376
27355.7156980519,29826.3664971049,10169,B06,TIONG BAHRU PLAZA,27356,29826
27413.6835000372,45789.086200926,59119,B05,BLK 101,27414,45789
43568.3812025079,38256.9194967996,97209,B10,CHANGI CHAPEL MUSEUM,43568,38257
41845.4479005409,36114.1145004314,96191,B03,BLK 224,41845,36114
39895.205498136,39706.2171022652,77241,B17,OPP BLK 640,39895,39706
40599.1438014705,40465.825401133,77119,B02,AFT PASIR RIS WAY,40599,40466
20202.0585022016,37859.1893012222,43251,B06,HILLBROOKS,20202,37859
30190.6117824642,38219.6816235165,54319,B02,OPP CHRIST THE KING CH,30191,38220
23270.4065484681,32071.5860972873,11369,B03,OPP BUONA VISTA STN,23270,32072
17734.3598994842,39983.9310779867,44561,B04,OPP BLK 295,17734,39984
28390.0186977495,38351.0877983933,53339,B03,OPP BRIGHT HILL TP,28390,38351
20564.6048983,46708.5115976675,46059,B38,CHARTERED SEMI-CONDUCTOR BLDG,20565,46709
11992.0950011059,31751.6774028022,23401,B05,OPP MOBIL MARINE TER,11992,31752
34133.2209024512,32280.7930007,81189,B04,BLK 62,34133,32281
40079.9513996118,35135.5016021478,84269,B03,OPP ST ANTHONY'S CANO SCH,40080,35136
24016.3058974594,47091.1264020284,46821,B01,BET BLKS 712/713,24016,47091
38363.6153017995,34730.914099911,84379,B04,OPP BLK 546,38364,34731
21840.5655014598,34808.4266001517,12109,B04,OPP NGEE ANN POLY,21841,34808
38938.5839976495,33419.2528982491,84121,B04,HITACHI CHEMICAL,38939,33419
40742.4406971729,35623.5585097477,84299,NIL,BEDOK NTH DEPOT,40742,35624
29916.7359969282,34131.5381982263,50199,NIL,HMI BALESTIER HOSP,29917,34132
27320.3960023575,27845.0685025048,14109,B08,KEPPEL DP BLK 517,27320,27845
26574.1767018725,30404.386699303,10269,B04,OPP DELTA SPORTS HALL,26574,30404
20055.7242983619,37555.655797059,43241,B08,OPP HILLVIEW APTS,20056,37556
29993.4500970023,36167.3476975461,52039,B11,AFT MUHAJIRIN MOSQUE,29993,36167
28831.1611994075,32976.333098783,40129,B02,NEWTON LIFE CH,28831,32976
10575.0571030245,33020.1488030233,24279,B18,CAMERON IRON WORKS,10575,33020
26711.7186027562,29483.2732006715,10089,B08,BLK 119,26712,29483
14007.4839026125,36142.1752009007,21361,B04,BLK 695,14007,36142
24717.8821030491,49290.9753991904,47081,B01,AFT SENOKO CRES,24718,49291
35764.7239990208,32296.424497861,92171,NIL,MARSHALL LANE,35765,32296
30011.7021970317,29279.5931900025,03059,B01,ONE RAFFLES QUAY,30012,29280
46784.538858577,39623.43309225,95171,NIL,PROLOGIS,46785,39623
28869.7286021059,39879.6064023033,54459,B23,BLK 151,28870,39880
28604.4335985321,40854.2993997324,55021,B48,OPP SEASONS PK,28604,40854
24847.9961021478,31202.1131011029,11489,B08,OPP QUEENSTOWN LIB,24848,31202
34419.8382255252,36268.9414784501,62249,B05,OPP SBST HOUGANG DEPOT,34420,36269
19182.4865981278,46511.4285997315,49181,B02,DAPOLITE IND,19182,46511
21192.9428987042,33520.0488004456,12119,B08,POLICE KINS TRG CAMP,21193,33520
20470.5577006437,35768.3706007264,42211,B04,HIGHGATE CONDO,20471,35768
33349.2833987968,40399.8878022928,66551,B03,BLK 981A,33349,40400
10861.1154020855,31791.3666027518,23291,B12,S'PORE SHIPBLDG ENGRG,10861,31791
14213.2129969196,33140.5833981375,21291,B04,OPP BILCON IND,14213,33141
18326.5250970217,37972.5419992005,43489,B06,OPP BLK 315,18327,37973
36004.5212012481,41061.4970022199,67131,B06,BLK 122F,36005,41061
11400.4483979952,34336.3655972494,23149,B01,METOXIDE PTE LTD,11400,34336
33223.2991977623,37114.502998233,62219,B01,BLK 158,33223,37115
39737.0511024712,39590.2045995716,77309,B06,OPP BLK 778,39737,39590
19422.463901785,45611.5863968122,49109,B04,KRANJI WATER RECLAMATION PLANT,19422,45612
36496.33860162,34862.5139011519,72069,B04,BLK 121,36496,34863
27846.9987018044,32765.9735990254,40199,B02,OPP RAFFLES GIRLS' SCH,27847,32766
24528.6937986488,28298.5465032418,14401,NIL,OPP THE FURNITURE WAREHSE,24529,28299
18539.859897483,38591.1225021617,43839,B01A,OPP BLK 336,18540,38591
7875.91139707433,32568.6279969009,24611,B09,BEF MARINTEKNIK,7876,32569
11400.1255025675,34153.0113976415,23139,B03,BEF LOKYANG WAY,11400,34153
15502.1324012627,34724.1709994065,21181,B03,OPP BLK 5,15502,34724
31908.2743007391,34991.1737024934,61069,B01,BLK 101,31908,34991
26534.3840021823,47695.6254022525,58009,INT,Sembawang Int,26534,47696
20600.5474736508,45654.379618667,46381,B09,OPP TECH,20601,45654
28960.9393986147,31421.5283991063,08138,B06,CONCORDE HOTEL S'PORE,28961,31422
41810.6514990065,38190.9847032776,76261,B04,BLK 489B,41811,38191
6591.76090169303,34663.2196985876,25519,B04,OPP CHC EXPRESS,6592,34663
21237.7540816667,45655.2924560148,46371,B03,BLK 406,21238,45655
26233.7041007179,29393.6870992602,10009,INT,BT MERAH INT,26234,29394
21692.0447995944,32238.5350005582,19069,B07,OPP AYER RAJAH TELECOMS,21692,32239
13488.0218997715,35537.877200077,22501,B02,BLK 662A,13488,35538
39715.3576030662,34881.2816978794,84231,B14,BLK 85,39715,34881
20173.3937012061,40441.4449019279,44649,B11,BLK 541A CP,20173,40441
28505.0416029879,44651.266899443,59371,NIL,CHUNG CHENG HIGH SCH,28505,44651
39406.2128023849,40546.4189988784,77269,B01,OPP BLK 717,39406,40546
19870.3859994874,35647.8284002059,42311,B02,OPP BURGUNDY HILL,19870,35648
35361.1086022549,37127.8202002715,73019,B15,BEF ROUNDABOUT,35361,37128
40077.0656974717,36717.6758972983,76061,B01,BLK 938,40077,36718
15654.6941013193,32910.6792001244,21071,B15,JURONG ABATTOIR,15655,32911
14576.9767031037,36955.0239973114,21161,B17,BLK 220,14577,36955
36081.6880004742,32995.9810987565,83291,B06,FLORA EAST,36082,32996
30498.2230971944,34958.7853003108,52331,B03,BLK 27,30498,34959
39481.1586542775,36786.5697734842,75071,B06,OPP BLK 819,39481,36787
29805.8586193382,45608.9415889981,59609,NIL,OPP BLK392,29806,45609
22867.5615448918,31205.8362204355,18059,B01,OPP ONE-NORTH STN,22868,31206
11611.5324025372,37551.4911008362,27011,NIL,BLK 55,11612,37551
14268.8546026325,33117.973899626,21299,B03,AFT BILCON IND,14269,33118
17047.7419278838,46707.3623082977,49211,B08,PUB QUARTER,17048,46707
23449.5595035073,28712.3292973478,15191,B07,PASIR PANJANG STN,23450,28712
12127.2744015991,34101.6353013872,23109,B03,Aft Third Lok Yang Rd,12127,34102
28062.3043010235,38398.9581973784,53341,B06,BLK 407,28062,38399
18646.7426999479,32842.7550003338,20331,B05,VEJOIL PTE LTD,18647,32843
15933.7577981467,34515.8777980396,21769,B02,OPP BLK 143,15934,34516
41124.3501983276,36053.2405933917,96151,B06,,41124,36053
8898.60690087408,31650.0682025491,24411,B05,GUL CAMP,8899,31650
32606.270999487,32150.5236001733,80211,B05,PEOPLE'S ASSN,32606,32151
34547.8712989738,37629.905897029,63089,B13,BLK 241,34548,37630
22479.3665995469,29167.7151983077,16219,B02,OPP WHARVES BLDG,22479,29168
13087.2973009237,35808.7214003247,22241,B01,OPP BLK 622,13087,35809
29469.5868007,38979.5698007324,54248,B18A,BLK 324,29470,38980
20984.867898289,36078.8537032182,42171,B05,SIGNATURE PK CONDO,20985,36079
25799.083996929,49485.8137993101,47809,B09,OPP SUNSHINE BAKERY,25799,49486
18879.6538030497,31704.2655974378,29139,B01,OPP FOH FOH PTE LTD,18880,31704
27853.5659979665,45325.8389006072,59319,B25,YISHUN JC,27854,45326
17837.839699129,41652.4199982481,45319,B06,BLK 530,17838,41652
32012.4871135334,29151.9692639656,03369,B03,MARINA BARRAGE,32012,29152
34733.860002627,33159.2010014278,82111,B10,OPP TG KATONG CPLX,34734,33159
33932.416197743,33447.1545998823,81219,B04,OPP GEYLANG POLYCLINIC,33932,33447
11697.612602056,37375.6711014713,27199,NIL,HALL 11,11698,37376
27596.2368968059,45955.7924012659,59131,B22,BLK 137,27596,45956
28579.1383015567,38154.9585030408,53201,B03,OPP SEMAC,28579,38155
20925.3762012405,30847.136701108,16139,B24,BEF KENT RIDGE TER,20925,30847
5568.38649768215,34356.581103198,26209,B14,OPP ISK S'PORE,5568,34357
14038.9904975673,47108.3746007801,34059,B02,YISHUN DIARY FARM,14039,47108
20598.1657980851,32744.9476003384,17161,B13,OPP BLK 329,20598,32745
29459.6901990777,34294.4825988459,50179,B15,AFT MOULMEIN CC,29460,34294
18379.6410978423,38298.7404019595,43499,B01,BLK 419,18380,38299
25879.1708023863,29990.1811998474,10439,B03,BLK 55,25879,29990
17472.5344012742,37892.5629971719,43781,B12,AFT LP 74,17473,37893
8045.10369682523,33601.5401990332,25339,B04,ASIA STEEL WELDED MESH,8045,33602
22206.8529973304,46356.888800489,46559,B01,OPP BLK 101,22207,46357
41636.7939946574,35400.539995013,96089,B06,,41637,35401
24287.7590365822,34738.7059999862,41089,B24,AFT JLN NAGA SARI,24288,34739
20930.7665971008,32702.3941968875,17159,B12,BLK 365,20931,32702
40591.6424003481,39679.3468996402,77139,B02,BLK 582,40592,39679
27951.2983540492,35869.9271270044,51111,B01,OPP ANDREW RD,27951,35870
33974.5336019363,39904.3869992936,64561,B06,BLK 574,33975,39904
28826.3784024703,45570.3073999237,59359,B03,BLK 322,28826,45570
36086.0964953524,35085.2442271958,72041,NIL,OPP BLK 658,36086,35085
30148.8195971621,34827.2703979004,52321,B01,TOA PAYOH STADIUM,30149,34827
32454.2284021149,36985.1774981778,66359,B02A,S'GOON STN,32454,36985
21198.0917401637,34032.7257352215,12071,B09,BLK 116,21198,34033
14275.56149803,34810.5548993756,21509,B03,OPP MEIJI SEIKA,14276,34811
24341.2079989723,46303.7640008703,46869,B04,BLK 628A,24341,46304
40359.1703988559,35422.1027995926,84279,B05,GOLDBELL SVR CTR,40359,35422
21272.9321979009,31088.39460283,16189,B03,COMPUTER CTR,21273,31088
17140.0739143749,36008.1090958943,28289,B18,BLK 228,17140,36008
39676.2083113611,33637.4347869405,84149,B05A,LION HOME FOR ELDERS,39676,33637
20192.0132979225,43576.4602994142,45199,B27,MANDAI POLICE TRG CAMP,20192,43576
29861.5743976649,34791.9529992666,52501,B01,TOA PAYOH SWIM CPLX,29862,34792
19998.3871979203,37790.8586009202,43291,B04,AFT JLN REMAJA,19998,37791
